Brand Name,Spec Score,Rating,Price,Tag,Processor Name,Processor Type,Processor Speed,RAM,Internal Storage,Battery Capacity,Battery Feature,SIM Type,Extra Feature,Display Size,Display Resolution,Display Feature,Memory External,OS Version,Camera,Image Preview
motorola moto g45 5g,74,4.05,10139,launched,snapdragon 6s gen3,octa core,2.3 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 20W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.5 inch,"720 x 1600 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ik0vbnj9z-w280-h280/motorola-moto-g45-5g.webp
realme 13 plus 5g,83,4.15,15998,launched,dimensity 7300 e,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ibhre8ea5-w280-h280/realme-13-plus-5g.webp
samsung galaxy a16 5g,80,4.55,15780,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1.5 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-i9z5d6mr4-w280-h280/samsung-galaxy-a16-5.webp
realme p1 speed 5g,81,4.45,14455,launched,dimensity 7300 e,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-in30fmkck-w280-h280/realme-p1-speed-5g.webp
poco f6 5g,82,4.1,21999,launched,snapdragon 8s gen3,octa core,3 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1220 x 2712 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 8 mp dual rear & 20 mp front camera,https://cdn1.smartprix.com/rx-i52i6jx5b-w280-h280/poco-f6-5g.webp
realme narzo 80 lite (6gb ram + 128gb),74,4.25,11499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,6000mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,32 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iju36omi1-w280-h280/realme-narzo-80-lite.webp
oneplus 13r (16gb ram + 512gb),88,4.55,42579,launched,snapdragon 8 gen3,octa core,3.3 ghz processor GHz,16 gb ram,512 gb inbuilt,6000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-it2u0d8ts-w280-h280/oneplus-13r-16gb-ram.webp
realme p3 ultra,81,4.35,25999,launched,dimensity 8350 ultra,octa core,3.35 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.83 inch,"1272 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ivk2r0ca3-w280-h280/realme-p3-ultra.webp
vivo x200 pro 5g,95,4.45,94999,launched,dimensity 9400,octa core,3.63 ghz processor GHz,16 gb ram,512 gb inbuilt,6000mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,200 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ihi7iaqgq-w280-h280/vivo-x200-pro-5g.webp
xiaomi redmi a4 5g,69,4.6,7999,launched,snapdragon 4s gen2,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ix03eqcvo-w280-h280/xiaomi-redmi-a4-5g.webp
vivo t4 5g (8gb ram + 256gb),80,4.45,23938,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,7300mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 2 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i84pzin9q-w280-h280/vivo-t4-5g-8gb-ram-2.webp
xiaomi redmi note 14 (8gb ram + 256gb),86,4.0,19999,launched,dimensity 7025 ultra,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,5110mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 20 mp front camera,https://cdn1.smartprix.com/rx-ijbula0uv-w280-h280/xiaomi-redmi-note-14.webp
motorola moto g35 5g,76,4.1,10420,launched,unisoc t760,octa core,2.2 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi",6.72 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ioldueryj-w280-h280/motorola-moto-g35-5g.webp
realme narzo 80x 5g,76,4.35,12998,launched,dimensity 6400,octa core,2.5 ghz processor GHz,6 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card (hybrid),android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-imn81o6eq-w280-h280/realme-narzo-80x-5g.webp
vivo t3 pro 5g,80,4.15,22900,launched,snapdragon 7 gen3,octa core,2.63 ghz processor GHz,8 gb ram,128 gb inbuilt,5500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iecantbsb-w280-h280/vivo-t3-pro-5g.webp
apple iphone 13,76,4.35,43900,launched,bionic a15,hexa core,3.22 ghz processor GHz,4 gb ram,128 gb inbuilt,3240mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,1170 x 2532 px,no punch hole,memory card not supported,ios v15,12 mp + 12 mp dual rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ides4j9tl-w280-h280/apple-iphone-13.webp
poco m6 plus 5g,78,4.1,10799,launched,snapdragon 4 gen2 ae,octa core,2.3 ghz processor GHz,6 gb ram,128 gb inbuilt,5030mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.79 inch,"1080 x 2460 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,108 mp + 2 mp dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ixacmm6x0-w280-h280/poco-m6-plus-5g.webp
oppo reno 12 pro 5g,87,4.45,26869,launched,dimensity 7300 energy,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,memory card (hybrid),android v14,50 mp + 50 mp + 8 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-is0j6jqfa-w280-h280/oppo-reno-12-pro-5g.webp
infinix gt 30 pro 5g (12gb ram + 256gb),89,4.05,26999,launched,dimensity 8350 ultimate,octa core,3.35 ghz processor GHz,12 gb ram,256 gb inbuilt,5500mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1224 x 2720 px, 144 Hz",with punch hole,"memory card supported, upto 1 tb",android v15,108 mp + 8 mp dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-icofttk3z-w280-h280/infinix-gt-30-pro-5g.webp
xiaomi redmi a4 5g (6gb ram + 128gb),72,4.2,9999,launched,snapdragon 4s gen2,octa core,2 ghz processor GHz,6 gb ram,128 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-i62fydsvf-w280-h280/xiaomi-redmi-a4-5g-6.webp
samsung galaxy a06 5g (4gb ram + 128gb),74,4.0,9605,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5800mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i6ah9avrb-w280-h280/samsung-galaxy-a06-5.webp
infinix note 40x 5g (12gb ram +256gb),84,4.25,13735,launched,dimensity 6300,octa core,2.4 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1080 x 2406 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,108 mp + 2 mp triple rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ihlttjay5-w280-h280/infinix-note-40x-5g.webp
iqoo z9x,74,4.75,10999,launched,snapdragon 6 gen1,octa core,2.2 ghz processor GHz,4 gb ram,128 gb inbuilt,6000mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2408 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iwhzwl7nn-w280-h280/iqoo-z9x.webp
samsung galaxy f16 5g (6gb ram + 128gb),78,4.1,11999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 90 Hz",with punch hole,"memory card (hybrid), upto 1.5 tb",android v15,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-i9jsflzdu-w280-h280/samsung-galaxy-f16-5.webp
apple iphone 16e,83,4.55,49499,launched,bionic a18,hexa core,4.04 ghz processor GHz,8 gb ram,128 gb inbuilt,4005mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,1170 x 2532 px,no punch hole,memory card not supported,ios v18,48 mp rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ia5rc7mm3-w280-h280/apple-iphone-16e.webp
poco c75 5g,69,4.1,7898,launched,snapdragon 4s gen2,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1650 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-iikmypmes-w280-h280/poco-c75-5g.webp
samsung galaxy s24 fe (256gb),85,4.35,42577,launched,exynos 2400e,deca core,3.11 ghz processor GHz,8 gb ram,256 gb inbuilt,4700mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.7 inch,"1080 x 2340 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 12 mp + 8 mp triple rear & 10 mp front camera,https://cdn1.smartprix.com/rx-iummr0oho-w280-h280/samsung-galaxy-s24-f.webp
vivo y300 5g,81,4.15,20999,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-itcclygfj-w280-h280/vivo-y300-5g.webp
xiaomi 15 ultra,95,4.7,109998,launched,snapdragon 8 elite,octa core,4.32 ghz processor GHz,16 gb ram,512 gb inbuilt,5410mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.73 inch,"1440 x 3200 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp quad rear & 32 mp front camera,https://cdn1.smartprix.com/rx-in5ptcbl5-w280-h280/xiaomi-15-ultra.webp
vivo v50e 5g,81,4.05,28999,launched,dimensity 7300,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,5600mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 50 mp front camera,https://cdn1.smartprix.com/rx-imoxyffcq-w280-h280/vivo-v50e-5g.webp
samsung galaxy m06 5g,72,4.0,8499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card (hybrid), upto 1.5 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-igmrwl1oc-w280-h280/samsung-galaxy-m06-5.webp
oneplus 12 5g,90,4.45,52900,launched,snapdragon 8 gen3,octa core,3.3 ghz processor GHz,12 gb ram,256 gb inbuilt,5400mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.82 inch,"1440 x 3168 px, 120 Hz",with punch hole,memory card not supported,android v14,64 mp + 50 mp + 48 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ioneuvjvn-w280-h280/oneplus-12-5g.webp
realme narzo 70 turbo 5g (8gb ram +128gb),82,4.3,13999,launched,dimensity 7300 energy,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ihnb7lfjy-w280-h280/realme-narzo-70-turb.webp
poco m6 plus 5g (8gb ram + 128gb),81,4.05,11299,launched,snapdragon 4 gen2 ae,octa core,2.3 ghz processor GHz,8 gb ram,128 gb inbuilt,5030mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.79 inch,"1080 x 2460 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,108 mp + 2 mp dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ixacmm6x0-w280-h280/poco-m6-plus-5g-8gb.webp
realme gt 7 dream edition,89,4.6,49999,launched,dimensity 9400e,octa core,3.4 ghz processor GHz,16 gb ram,512 gb inbuilt,7000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ipkuy7sez-w280-h280/realme-gt-7-dream-ed.webp
google pixel 9a,84,4.4,49999,launched,tensor g4,octa core,3.1 ghz processor GHz,8 gb ram,256 gb inbuilt,5100mAh 23W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.3 inch,"1080 x 2424 px, 120 Hz",with punch hole,memory card not supported,android v15,48 mp + 13 mp dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ixi9xc8jz-w280-h280/google-pixel-9a.webp
apple iphone 16 pro,87,4.25,110900,launched,bionic a18 pro,hexa core,4.05 ghz processor GHz,8 gb ram,128 gb inbuilt,3582mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.3 inch,"1206 x 2622 px, 120 Hz",no punch hole,memory card not supported,ios v18,48 mp + 48 mp + 12 mp triple rear & 12 mp front camera,https://cdn1.smartprix.com/rx-i2up0xlk8-w280-h280/apple-iphone-16-pro.webp
oneplus 13s (12gb ram + 512gb),88,4.4,59998,launched,snapdragon 8 elite,octa core,4.32 ghz processor GHz,12 gb ram,512 gb inbuilt,5850mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.32 inch,"1216 x 2640 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iwtz6djfu-w280-h280/oneplus-13s-12gb-ram.webp
vivo t4 5g (12gb ram + 256gb),81,4.5,25890,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,7300mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 2 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i84pzin9q-w280-h280/vivo-t4-5g-12gb-ram.webp
samsung galaxy m35 5g (8gb ram + 128gb),81,4.75,15498,launched,exynos 1380,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.6 inch,"1080 x 2340 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ircrtcroj-w280-h280/samsung-galaxy-m35-5.webp
vivo x200 5g,89,4.6,65999,launched,dimensity 9400,octa core,3.63 ghz processor GHz,12 gb ram,256 gb inbuilt,5800mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-imlpsltpt-w280-h280/vivo-x200-5g.webp
realme gt 7t,85,4.7,30998,launched,dimensity 8400-max,octa core,3.25 ghz processor GHz,8 gb ram,256 gb inbuilt,7000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.8 inch,"1280 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-irdkhmrpx-w280-h280/realme-gt-7t.webp
vivo y29 5g,74,4.35,13999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5500mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.68 inch,"720 x 1608 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 0.08 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-idjlg0zmo-w280-h280/vivo-y29-5g.webp
realme gt 6 5g (12gb ram + 256gb),87,4.05,27999,launched,snapdragon 8s gen3,octa core,3 ghz processor GHz,12 gb ram,256 gb inbuilt,5500mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-irqnij44b-w280-h280/realme-gt-6-5g-12gb.webp
motorola edge 50 fusion (12gb ram + 256gb),84,4.25,22554,launched,snapdragon 7s gen2,octa core,2.4 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 68W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.67 inch,"1080 x 2400 px, 144 Hz",with punch hole,memory card not supported,android v14,50 mp + 13 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iiinhoq7t-w280-h280/motorola-edge-50-fus.webp
oppo k12x,74,4.15,12580,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5100mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,32 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iczrf3jmt-w280-h280/oppo-k12x.webp
realme c73,70,4.05,10449,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,64 gb inbuilt,6000mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,32 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-izzvslghe-w280-h280/realme-c73.webp
vivo v50 5g (12gb ram + 512gb),86,4.6,40999,launched,snapdragon 7 gen3,octa core,2.63 ghz processor GHz,12 gb ram,512 gb inbuilt,6000mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp dual rear & 50 mp front camera,https://cdn1.smartprix.com/rx-ioqoutdiw-w280-h280/vivo-v50-5g-12gb-ram.webp
poco m7 pro 5g (8gb ram + 256gb),80,4.45,14899,launched,dimensity 7025 ultra,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,5110mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 20 mp front camera,https://cdn1.smartprix.com/rx-iykjhe9g0-w280-h280/poco-m7-pro-5g-8gb-r.webp
samsung galaxy f06 5g,72,4.05,8490,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,720 x 1600 px,no punch hole,"memory card (hybrid), upto 1 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-im5gpbfm6-w280-h280/samsung-galaxy-f06-5.webp
iqoo z9x (6gb ram + 128gb),77,4.1,11499,launched,snapdragon 6 gen1,octa core,2.2 ghz processor GHz,6 gb ram,128 gb inbuilt,6000mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2408 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i9ev3dpes-w280-h280/iqoo-z9x-6gb-ram-128.webp
motorola moto g64 5g (12gb ram + 256gb),83,4.1,16399,launched,dimensity 7025,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,6000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi",6.5 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iqt9xih1v-w280-h280/motorola-moto-g64-5g.webp
motorola moto g05,69,4.75,7335,launched,helio g81 ultra,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5200mAh 18W,Fast Charging,"dual sim, 3g, 4g, volte","wi-fi, nfc",6.67 inch,"720 x 1604 px, 90 Hz",with punch hole,"memory card supported, upto 1 tb",android v15,50 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iumch2sqt-w280-h280/motorola-moto-g05.webp
iqoo z10 5g (8gb ram + 256gb),80,4.3,23998,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,7300mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 2 mp dual rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i0wsqs965-w280-h280/iqoo-z10-5g-8gb-ram.webp
vivo t4 ultra (12gb ram+ 512gb),86,4.5,41999,launched,dimensity 9300 plus,octa core,3.25 ghz processor GHz,12 gb ram,512 gb inbuilt,5500mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-izsx0a8zx-w280-h280/vivo-t4-ultra-12gb-r.webp
samsung galaxy a26 5g,82,4.15,22999,launched,exynos 1380,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 120 Hz",no punch hole,"memory card (hybrid), upto 2 tb",android v15,50 mp + 8 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-iv9o9saib-w280-h280/samsung-galaxy-a26-5.webp
cmf phone (1),78,4.35,14895,launched,dimensity 7300,octa core,2.5 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-inheagyo2-w280-h280/cmf-phone-1.webp
samsung galaxy m05,69,4.45,6499,launched,helio g85,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.7 inch,720 x 1600 px,no punch hole,"memory card supported, upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i6lh56dmb-w280-h280/samsung-galaxy-m05.webp
